neck_angle,shoulder_tilt,spine_angle,forward_head_ratio,hip_shoulder_alignment,ear_shoulder_distance,shoulder_symmetry,torso_lean,label,posture_class
146.6406,0.1299,160.1075,0.1434,160.5807,0.1666,0.9123,8.4858,1,Slouching
172.9017,22.5828,170.2871,0.0776,159.2896,0.1263,0.7645,15.5147,3,Lateral Tilt
143.2678,2.1823,155.6604,0.1872,150.1607,0.2199,0.9215,18.2115,1,Slouching
172.5416,12.9986,162.9379,0.0364,172.8597,0.1443,0.7304,16.0389,3,Lateral Tilt
151.8539,6.1941,148.1566,0.133,158.604,0.1895,0.9222,5.4753,1,Slouching
137.7884,2.8578,168.3424,0.2861,175.0914,0.3592,0.9501,6.1296,2,Forward Head
169.4825,4.2979,170.9371,0.0956,174.5809,0.134,0.6563,20.1518,3,Lateral Tilt
120.3931,2.3887,172.1928,0.2581,169.5986,0.3497,0.9401,6.1692,2,Forward Head
122.6861,6.5678,174.726,0.2558,172.5892,0.286,0.9584,6.0194,2,Forward Head
128.2544,0.6739,166.3463,0.3016,177.849,0.3055,0.9722,7.8575,2,Forward Head
172.7343,0.0,178.6358,0.0552,176.8922,0.1229,0.9622,2.613,0,Good Posture
134.8174,2.1128,164.5847,0.2678,174.7958,0.2885,0.9365,5.0301,2,Forward Head
132.881,1.1172,172.4839,0.3403,175.9033,0.3204,0.8975,6.9557,2,Forward Head
163.7735,2.909,171.1587,0.0851,171.7542,0.1539,0.9821,1.8549,0,Good Posture
172.4965,2.9425,174.9633,0.0321,178.2274,0.1065,0.9898,1.7794,0,Good Posture
175.9062,4.0701,173.1233,0.0579,179.4821,0.1252,0.9745,0.9926,0,Good Posture
124.4304,5.7988,167.0539,0.2344,172.7523,0.2774,0.96,9.4192,2,Forward Head
137.2216,0.1822,169.7796,0.3425,175.5675,0.2643,0.9203,6.9891,2,Forward Head
162.3132,20.3426,171.08,0.0584,167.3471,0.1538,0.7538,20.3216,3,Lateral Tilt
167.1659,9.9814,157.7804,0.0806,167.8885,0.1503,0.8925,18.5226,3,Lateral Tilt
123.5244,2.0996,168.2955,0.3597,166.638,0.304,0.9443,1.3326,2,Forward Head
175.5608,2.8367,175.0311,0.0238,174.8047,0.1139,0.9739,1.7195,0,Good Posture
171.758,3.1684,176.3733,0.0835,177.9832,0.1334,0.9691,1.4194,0,Good Posture
171.1797,7.8997,167.9407,0.0407,167.9637,0.1306,0.8197,19.1409,3,Lateral Tilt
146.3406,8.4868,140.6833,0.1858,141.9439,0.1638,0.8277,13.6258,1,Slouching
168.0512,1.4721,172.69,0.0241,176.6316,0.1236,0.986,1.1639,0,Good Posture
156.6169,5.0424,140.2287,0.138,161.4714,0.1766,0.87,13.8923,1,Slouching
161.6582,11.0274,164.7998,0.126,166.4508,0.1636,0.8306,16.5816,3,Lateral Tilt
164.3785,17.6062,171.5279,0.0586,166.6903,0.0699,0.8841,12.6477,3,Lateral Tilt
145.0978,1.41,142.8755,0.2048,164.5944,0.1987,0.8965,24.3994,1,Slouching
136.8978,0.0,168.7059,0.3226,171.7076,0.2805,0.9705,4.1932,2,Forward Head
134.2942,2.935,171.322,0.2547,164.8822,0.2933,0.917,4.8424,2,Forward Head
166.6003,11.4228,169.9743,0.064,167.2518,0.0999,0.7793,16.3584,3,Lateral Tilt
154.5419,1.2264,150.851,0.1736,153.8628,0.2135,0.9412,19.3616,1,Slouching
162.3688,0.7094,173.7592,0.0878,179.6697,0.0933,0.9849,0.0,0,Good Posture
171.8528,0.0,177.5445,0.0253,179.6569,0.1325,0.973,2.873,0,Good Posture
168.7602,18.1025,165.0016,0.0633,169.3504,0.1726,0.7378,10.333,3,Lateral Tilt
165.5599,15.7165,163.6342,0.1203,174.9225,0.1476,0.6995,20.6925,3,Lateral Tilt
137.5469,2.8276,167.4813,0.2232,170.8608,0.2701,0.9261,2.8036,2,Forward Head
148.5156,8.8039,144.8048,0.0931,161.7401,0.2302,0.8223,14.981,1,Slouching
167.6258,6.0573,160.8283,0.0593,168.5918,0.1159,0.7777,16.9473,3,Lateral Tilt
153.5838,16.9328,167.3427,0.0846,174.161,0.1531,0.7462,6.3729,3,Lateral Tilt
152.1132,1.6347,138.8651,0.1527,163.2302,0.2201,0.9099,15.3906,1,Slouching
171.6391,0.7084,179.2101,0.064,176.6709,0.1104,0.983,2.6948,0,Good Posture
143.619,6.916,144.4914,0.092,155.6046,0.242,0.8988,18.8756,1,Slouching
179.7069,2.6494,170.8671,0.0387,181.0641,0.1618,0.9641,0.0,0,Good Posture
165.5715,18.009,159.5533,0.1133,169.476,0.1518,0.7316,15.7039,3,Lateral Tilt
163.2289,22.1909,164.2138,0.0782,170.4287,0.2032,0.8333,17.557,3,Lateral Tilt
167.5464,1.5463,173.8355,0.0534,178.4817,0.1201,0.9844,3.786,0,Good Posture
171.1845,2.3916,175.0153,0.0453,173.7539,0.1116,0.9766,0.7966,0,Good Posture
168.2269,0.6728,174.4812,0.0842,173.8843,0.0877,0.9947,1.686,0,Good Posture
170.0021,2.9018,170.6684,0.0041,176.3484,0.0956,0.9749,1.7783,0,Good Posture
142.3544,8.5844,168.3647,0.3394,164.8775,0.3951,0.9633,4.0321,2,Forward Head
121.5578,1.2281,156.5999,0.3272,180.2168,0.3274,0.8975,3.7144,2,Forward Head
160.8591,21.4283,161.804,0.0753,171.4339,0.1207,0.7458,20.9583,3,Lateral Tilt
174.4327,0.4401,176.8383,0.0289,176.1287,0.1583,0.9781,2.3261,0,Good Posture
147.5947,3.4018,151.7173,0.0957,147.7946,0.1614,0.9432,19.7139,1,Slouching
133.7359,5.9859,166.4359,0.374,169.3639,0.3864,0.9645,3.1731,2,Forward Head
124.6677,2.4006,174.3035,0.2976,169.0929,0.2761,0.95,2.3337,2,Forward Head
133.5064,1.0354,174.4214,0.3612,165.7143,0.2734,0.8714,3.4348,2,Forward Head
140.3599,1.5308,151.8006,0.1667,155.8596,0.2155,0.9129,21.4191,1,Slouching
173.4803,2.7435,175.4513,0.0573,185.2102,0.1188,0.982,3.576,0,Good Posture
170.9258,22.4915,161.5312,0.0903,161.6131,0.1673,0.7756,15.9534,3,Lateral Tilt
171.7256,14.9905,168.5456,0.0849,159.8235,0.1124,0.771,23.5615,3,Lateral Tilt
169.3595,3.007,175.6396,0.035,177.0428,0.1041,0.9908,2.032,0,Good Posture
139.8713,6.9772,153.2152,0.174,167.9503,0.2166,0.8513,21.8169,1,Slouching
152.0513,7.1634,137.6698,0.2042,164.3616,0.2054,0.9032,17.7703,1,Slouching
162.4938,2.9296,173.0939,0.0262,176.127,0.1163,0.974,0.0,0,Good Posture
160.8071,11.4501,163.0631,0.1026,177.1332,0.1525,0.8501,16.7735,3,Lateral Tilt
164.0139,1.025,174.7497,0.021,175.2344,0.0999,0.9821,2.104,0,Good Posture
132.892,2.5336,166.1951,0.2935,173.1713,0.226,0.8929,3.7262,2,Forward Head
121.115,6.0723,167.5547,0.315,175.3326,0.2885,0.9659,0.0,2,Forward Head
134.2399,2.4169,156.0174,0.1908,152.0949,0.2342,0.9136,22.5014,1,Slouching
167.5534,22.6945,161.892,0.04,184.4206,0.1635,0.764,22.3452,3,Lateral Tilt
167.5912,2.7032,172.0048,0.056,180.2982,0.1445,0.979,1.6945,0,Good Posture
128.1074,0.2204,173.4082,0.405,171.835,0.428,0.9427,4.2391,2,Forward Head
143.4939,8.5793,153.1721,0.1868,151.3227,0.1568,0.8755,15.9812,1,Slouching
139.5709,4.0453,138.7507,0.1396,167.7883,0.2321,0.9345,7.9189,1,Slouching
138.549,5.2271,150.4847,0.1443,164.331,0.2212,0.8129,12.3527,1,Slouching
125.5671,2.8065,172.0434,0.4765,167.0221,0.3425,0.9188,3.9224,2,Forward Head
164.8271,15.4437,163.4883,0.1052,168.9211,0.1583,0.7661,16.2899,3,Lateral Tilt
167.8225,2.1664,171.547,0.0575,176.1981,0.1142,0.974,4.7784,0,Good Posture
128.1482,3.7315,160.2337,0.1808,173.3845,0.3446,1.0,5.3162,2,Forward Head
141.3372,4.5219,142.0353,0.0961,149.2826,0.2209,0.9129,15.8403,1,Slouching
173.4338,1.6481,175.1147,0.021,177.101,0.119,1.0,0.332,0,Good Posture
172.9539,2.2571,174.6531,0.044,173.5644,0.1056,0.9754,3.5857,0,Good Posture
167.5529,1.9444,173.7121,0.0362,173.781,0.1183,0.965,3.1401,0,Good Posture
126.0267,11.1262,147.3622,0.1189,156.257,0.207,0.8733,15.9896,1,Slouching
141.554,1.7416,167.8718,0.3017,163.1296,0.2616,0.9071,6.6441,2,Forward Head
173.3017,3.2203,178.9164,0.0504,180.0459,0.1138,0.9832,1.8048,0,Good Posture
131.7113,6.5098,128.4928,0.1373,162.5295,0.2077,0.9779,20.1255,1,Slouching
171.015,2.7015,178.2574,0.052,178.9242,0.1122,0.9827,1.4852,0,Good Posture
168.9638,1.7055,174.7852,0.0493,180.1829,0.121,0.9873,1.8789,0,Good Posture
165.9631,17.28,164.5286,0.0854,161.4324,0.1412,0.7898,18.6442,3,Lateral Tilt
168.3657,19.5254,162.9994,0.0625,175.0282,0.146,0.6538,14.6323,3,Lateral Tilt
143.5792,6.9677,152.7113,0.1492,148.8304,0.129,0.8726,11.9139,1,Slouching
136.6212,5.1472,165.4766,0.2851,175.0761,0.2936,0.9398,5.7975,2,Forward Head
121.1599,0.5409,168.4289,0.275,170.6356,0.3711,0.962,7.7563,2,Forward Head
133.1945,2.2659,164.4137,0.3287,177.9667,0.3562,0.9677,3.9587,2,Forward Head
157.5341,17.1561,166.4157,0.0769,155.616,0.155,0.8712,18.5833,3,Lateral Tilt
172.3292,23.4627,167.6122,0.0665,163.5909,0.1223,0.8729,14.8578,3,Lateral Tilt
132.0663,4.3119,143.0111,0.1751,155.3645,0.2249,0.9281,25.7746,1,Slouching
161.5038,18.2998,172.0992,0.0881,159.967,0.1552,0.7102,25.034,3,Lateral Tilt
140.1588,7.7313,157.5899,0.1683,143.0307,0.1633,0.9529,14.1544,1,Slouching
176.6651,24.4796,165.0629,0.106,159.816,0.2157,0.7446,17.3975,3,Lateral Tilt
167.9909,13.1223,168.8397,0.0642,168.3571,0.1367,0.842,11.4501,3,Lateral Tilt
174.3308,1.2933,174.7191,0.0765,174.1385,0.0921,0.9742,3.5576,0,Good Posture
172.1955,1.6176,174.6236,0.0566,178.2577,0.0756,0.9777,0.7229,0,Good Posture
150.4316,2.5628,144.6078,0.1436,157.6468,0.258,0.9352,9.6131,1,Slouching
177.4839,2.5844,172.3951,0.0607,170.0928,0.1201,0.9833,3.3864,0,Good Posture
164.5244,10.9396,165.8275,0.109,162.3583,0.1782,0.6864,28.5866,3,Lateral Tilt
126.1459,4.0194,164.7424,0.375,177.4112,0.2967,0.9211,0.0,2,Forward Head
130.3012,4.3737,159.7388,0.4061,170.8674,0.2187,0.9447,5.0669,2,Forward Head
158.8649,14.6005,165.9248,0.152,163.6841,0.2012,0.9003,17.5134,3,Lateral Tilt
144.4082,4.773,160.7803,0.0946,159.0447,0.2596,0.9909,12.978,1,Slouching
137.7953,1.6016,147.803,0.1162,155.8199,0.1807,0.8288,3.8477,1,Slouching
143.1127,3.7793,140.7219,0.1618,143.0219,0.2512,0.8734,18.6095,1,Slouching
168.9953,18.0307,162.2093,0.1098,170.6402,0.1169,0.7829,11.2415,3,Lateral Tilt
137.0511,3.0468,164.5423,0.3795,168.9984,0.2119,0.9538,2.7905,2,Forward Head
177.1309,19.8418,169.8863,0.0854,167.7527,0.1324,0.7674,21.0425,3,Lateral Tilt
165.4368,14.3459,166.2265,0.0427,163.2755,0.1594,0.7191,20.6911,3,Lateral Tilt
146.2112,5.8954,138.7392,0.1783,171.6777,0.1597,0.8864,16.158,1,Slouching
161.3927,0.9213,174.3666,0.0303,177.6062,0.1215,0.9778,1.025,0,Good Posture
121.0093,5.9518,169.9658,0.2885,167.4519,0.2789,0.9791,5.2753,2,Forward Head
159.0922,19.1006,156.2965,0.068,170.1098,0.1153,0.8152,16.6548,3,Lateral Tilt
133.998,1.553,173.0666,0.2514,171.5474,0.2922,0.9104,6.4826,2,Forward Head
114.9049,2.2575,171.9246,0.2807,178.9519,0.3414,0.9502,4.7432,2,Forward Head
171.0389,0.6435,176.9158,0.0168,177.8018,0.0958,0.9735,2.0711,0,Good Posture
171.7291,2.7051,172.8771,0.0358,177.668,0.1021,0.9884,1.4462,0,Good Posture
148.0911,7.5133,139.5662,0.0334,159.1858,0.1512,0.8193,0.8384,1,Slouching
170.8564,0.1314,175.5195,0.0577,175.3484,0.1231,0.9806,0.2855,0,Good Posture
171.1332,1.6116,176.7601,0.0405,180.6139,0.0931,0.9813,4.9084,0,Good Posture
165.578,17.8512,166.6079,0.0835,169.8985,0.1307,0.7835,11.8609,3,Lateral Tilt
134.4698,6.3952,169.3283,0.3323,170.7169,0.2519,0.9195,4.9817,2,Forward Head
157.073,6.8168,149.0689,0.1328,143.1275,0.1917,0.9483,7.3642,1,Slouching
114.2304,3.6719,166.9086,0.3485,167.6064,0.289,0.8948,2.9914,2,Forward Head
139.2674,7.4288,149.2472,0.1843,154.0149,0.2241,0.8822,25.2691,1,Slouching
172.8867,0.3064,173.4264,0.0598,174.3336,0.1343,0.9776,1.4378,0,Good Posture
171.5817,3.4567,158.8862,0.0525,163.9014,0.1501,0.7974,19.97,3,Lateral Tilt
163.5694,2.2771,180.0,0.0501,177.4299,0.1129,0.9782,4.0593,0,Good Posture
126.275,2.2229,163.5045,0.3189,181.8395,0.3591,0.9141,7.2712,2,Forward Head
148.9756,2.8725,164.4901,0.2296,171.1199,0.3136,0.9431,4.4044,2,Forward Head
148.9431,7.5008,140.191,0.1966,141.6659,0.1402,0.9055,15.1269,1,Slouching
172.7858,18.935,168.1297,0.1211,164.7929,0.1733,0.7965,22.5686,3,Lateral Tilt
148.9928,0.0,143.6369,0.1175,161.6245,0.2428,0.817,14.8898,1,Slouching
134.3336,2.249,165.3756,0.3635,170.0107,0.3347,0.9449,7.9234,2,Forward Head
161.9441,13.8381,162.5412,0.1453,166.0037,0.1672,0.7574,19.3059,3,Lateral Tilt
146.6381,7.2976,132.0729,0.162,162.4595,0.1834,0.928,29.0733,1,Slouching
161.1526,4.3002,170.7281,0.0447,176.7123,0.1318,0.964,2.6933,0,Good Posture
137.4576,2.4839,173.0743,0.3246,167.1071,0.3912,0.9865,6.7646,2,Forward Head
161.6635,4.587,174.1377,0.0557,177.8635,0.1115,0.9743,2.4943,0,Good Posture
156.0278,5.3475,148.1168,0.0612,145.4163,0.2355,0.9115,14.264,1,Slouching
165.9487,2.4714,172.2759,0.0218,182.3969,0.1155,0.9807,0.0,0,Good Posture
171.3745,0.0,175.9723,0.0423,175.9692,0.1322,0.9903,3.3969,0,Good Posture
170.1016,0.0,174.9585,0.0362,176.5206,0.1489,0.9674,3.2198,0,Good Posture
140.6079,5.293,163.5507,0.2416,177.0987,0.2632,0.9553,3.7679,2,Forward Head
138.4996,11.3159,145.2791,0.095,165.9446,0.205,0.934,21.1193,1,Slouching
146.7862,1.4048,153.6736,0.1584,156.5871,0.1996,0.8793,16.089,1,Slouching
167.0762,3.1369,177.0565,0.087,177.4733,0.1334,0.981,3.9438,0,Good Posture
154.7447,19.5503,166.0928,0.1301,160.3571,0.1867,0.7845,20.4449,3,Lateral Tilt
172.0524,1.6107,177.2164,0.0623,175.1937,0.1417,0.9746,3.2121,0,Good Posture
167.0424,13.6936,163.2179,0.0342,167.0261,0.1308,0.798,14.882,3,Lateral Tilt
166.9087,1.6448,173.5439,0.0516,184.944,0.0827,0.9869,0.0,0,Good Posture
131.9084,3.6845,163.6053,0.3022,174.5249,0.2624,0.9731,4.2449,2,Forward Head
128.5154,4.0844,166.6485,0.3001,170.9014,0.2971,0.9193,5.9354,2,Forward Head
167.568,21.7485,161.2067,0.0987,173.632,0.137,0.9001,18.2203,3,Lateral Tilt
124.5753,5.7362,175.8677,0.298,176.9988,0.2672,0.9723,7.0946,2,Forward Head
148.2019,5.605,136.7602,0.1518,146.4105,0.2032,0.8808,27.6969,1,Slouching
133.7124,3.609,163.7699,0.3312,171.5337,0.3307,0.9107,5.3205,2,Forward Head
130.8476,6.1002,141.929,0.1581,154.8568,0.1609,0.8982,8.8345,1,Slouching
143.566,4.67,155.3365,0.12,165.5241,0.2084,0.8936,27.5045,1,Slouching
131.5205,2.0705,163.2911,0.3234,179.1316,0.3076,0.8686,6.3401,2,Forward Head
144.0816,6.7003,139.741,0.148,160.6913,0.3245,0.9323,10.7597,1,Slouching
131.3538,3.1194,168.4247,0.2681,171.7687,0.3764,0.9434,3.4131,2,Forward Head
168.6884,2.2328,177.4753,0.0327,176.0257,0.1139,0.9665,0.7711,0,Good Posture
171.4311,2.8412,178.2492,0.0711,173.867,0.1012,0.9852,2.7707,0,Good Posture
173.0272,2.9187,171.95,0.0451,177.8821,0.1173,0.9833,4.1471,0,Good Posture
135.5843,10.4616,140.4688,0.1833,156.6758,0.1606,0.8998,18.92,1,Slouching
173.4893,2.275,180.0,0.0338,175.4808,0.108,0.9588,1.2114,0,Good Posture
167.449,1.2035,173.1306,0.0389,176.0878,0.1438,0.9942,1.1439,0,Good Posture
168.348,0.61,174.9057,0.033,179.7194,0.0843,0.9764,2.4517,0,Good Posture
171.5363,1.951,168.7977,0.0482,174.0866,0.1334,0.9837,0.5902,0,Good Posture
129.7439,0.0,168.0722,0.3605,169.6014,0.3406,0.9655,3.1806,2,Forward Head
171.6393,1.6381,177.0177,0.088,177.6021,0.1005,0.9911,1.8194,0,Good Posture
172.5709,3.9937,175.5896,0.0642,177.7308,0.1488,0.9732,4.7014,0,Good Posture
170.077,12.1408,170.1353,0.0606,169.8122,0.1247,0.7909,22.4594,3,Lateral Tilt
127.2463,1.4752,164.9585,0.2803,173.5297,0.2544,0.9281,4.9171,2,Forward Head
170.9425,3.1563,170.5642,0.0729,179.0155,0.1117,0.9863,5.406,0,Good Posture
159.4244,18.3661,161.7234,0.0858,165.2354,0.1083,0.7094,25.8118,3,Lateral Tilt
131.7544,4.6171,166.9426,0.2613,169.5895,0.3201,0.9082,3.9995,2,Forward Head
132.8159,5.642,168.4321,0.2547,175.832,0.3532,0.9092,5.7629,2,Forward Head
172.0774,4.2991,174.6737,0.058,180.0704,0.112,0.9822,2.0189,0,Good Posture
169.6707,20.1673,163.4008,0.128,175.7821,0.168,0.5989,25.8947,3,Lateral Tilt
141.1699,6.0784,163.7926,0.1214,151.667,0.1975,0.9158,16.3178,1,Slouching
174.3143,18.6233,170.4973,0.0695,173.925,0.1718,0.8405,18.4703,3,Lateral Tilt
140.3983,0.0,167.1171,0.2334,165.391,0.3683,0.9563,5.8989,2,Forward Head
134.0917,2.4637,168.6666,0.353,167.2233,0.2694,0.8819,3.9017,2,Forward Head
130.9776,3.13,171.2531,0.2578,165.0253,0.3278,0.9484,7.9792,2,Forward Head
144.5214,6.4807,147.3272,0.0702,146.0301,0.2372,0.8947,12.3813,1,Slouching
162.0406,24.3714,164.4321,0.0685,163.3754,0.1481,0.7912,19.9421,3,Lateral Tilt
144.4988,5.7237,145.676,0.1819,162.3881,0.158,0.9348,9.0683,1,Slouching
152.9647,10.1095,131.8958,0.0785,150.0237,0.2233,0.9199,20.3489,1,Slouching
137.4072,3.941,168.0475,0.251,174.9598,0.404,0.9503,8.8345,2,Forward Head
160.7461,14.356,162.5914,0.0873,172.3284,0.1724,0.7297,13.7765,3,Lateral Tilt
174.8438,22.6987,161.197,0.0971,168.5918,0.1517,0.7882,23.9482,3,Lateral Tilt
166.4701,10.4842,159.7767,0.0936,167.9453,0.1532,0.8806,21.6302,3,Lateral Tilt
169.4883,0.5667,170.1807,0.0541,175.7309,0.0916,0.9735,0.3777,0,Good Posture
125.6714,1.4102,159.7106,0.3077,171.6692,0.3768,0.9508,7.6685,2,Forward Head
171.0241,3.474,179.9964,0.0703,172.4774,0.0944,0.9738,2.0391,0,Good Posture
148.8047,0.0,140.6899,0.1398,157.0494,0.2477,0.8691,12.5102,1,Slouching
150.5273,3.6656,146.1122,0.1482,147.5929,0.1955,0.8943,14.1746,1,Slouching
166.4881,0.7597,174.3206,0.0573,180.7408,0.1039,0.9949,1.5933,0,Good Posture
170.4236,2.8766,180.0,0.0187,182.8516,0.1221,0.971,0.0045,0,Good Posture
136.6358,4.9212,140.0039,0.1799,155.2519,0.2276,0.9435,18.4581,1,Slouching
161.6519,1.1231,174.9068,0.0318,175.1905,0.1066,0.9829,1.719,0,Good Posture
145.6889,2.7592,152.9213,0.1413,159.2123,0.1809,0.874,15.4208,1,Slouching
120.999,1.989,168.8354,0.3029,170.4262,0.2245,0.9541,8.9447,2,Forward Head
168.8503,25.5307,162.8058,0.0458,155.7092,0.1106,0.7732,25.9956,3,Lateral Tilt
173.0134,2.5717,178.8693,0.0635,177.5846,0.0955,0.9779,0.7242,0,Good Posture
121.8249,2.3432,172.4309,0.3283,174.5772,0.3273,0.9557,3.3988,2,Forward Head
128.1214,3.1626,169.9384,0.3134,173.5233,0.3871,0.948,3.702,2,Forward Head
180.0,1.2037,173.5317,0.0709,180.0457,0.1569,0.9858,1.4611,0,Good Posture
119.321,0.6917,171.4208,0.3132,177.2551,0.3192,0.914,4.5728,2,Forward Head
166.698,1.5179,176.2388,0.0387,175.5333,0.1249,0.9824,1.2396,0,Good Posture
147.7036,3.2233,152.8057,0.15,160.4869,0.1139,0.9179,11.8071,1,Slouching
175.5974,3.387,175.1789,0.0371,180.0947,0.1279,0.989,2.9528,0,Good Posture
167.4258,3.5449,173.9957,0.0419,175.1346,0.1285,1.0,0.3987,0,Good Posture
138.6603,2.491,166.1679,0.3238,167.7466,0.3711,0.9083,2.8999,2,Forward Head
176.2046,2.1735,178.5379,0.0514,184.1822,0.1551,0.9775,3.4574,0,Good Posture
145.0944,2.2386,166.4961,0.2719,170.0423,0.1827,0.9522,3.3089,2,Forward Head
147.4592,2.5262,147.2128,0.1978,150.227,0.2839,0.879,15.162,1,Slouching
160.1134,0.8047,176.7312,0.0459,179.1134,0.1079,0.9809,1.7665,0,Good Posture
138.005,3.213,164.6268,0.3351,172.7907,0.1939,0.9529,5.7837,2,Forward Head
166.5603,22.2914,158.6852,0.0227,165.1628,0.194,0.9013,27.1559,3,Lateral Tilt
141.4748,0.0,170.3083,0.2911,172.6206,0.3001,0.9435,5.3028,2,Forward Head
135.3578,5.1468,169.9948,0.2029,171.3783,0.2622,0.9339,6.96,2,Forward Head
167.6779,2.8829,180.0,0.0579,174.4124,0.1289,0.992,1.0853,0,Good Posture
170.3145,0.0,177.749,0.0569,180.994,0.0621,1.0,1.7906,0,Good Posture
138.433,3.7196,142.9285,0.1425,163.9512,0.251,0.8931,20.4924,1,Slouching
169.8978,3.7591,176.6308,0.0426,180.3151,0.063,0.9915,0.0,0,Good Posture
168.6569,4.5035,174.2212,0.0199,177.2628,0.1145,0.953,1.9186,0,Good Posture
166.26,20.9954,170.185,0.0717,168.9114,0.1006,0.7883,20.4906,3,Lateral Tilt
169.8021,3.0122,171.6318,0.0576,178.4994,0.1298,0.9829,5.683,0,Good Posture
162.7829,16.6486,173.0643,0.1084,172.6733,0.1511,0.713,17.7925,3,Lateral Tilt
158.5955,3.7946,150.4509,0.1039,161.0379,0.208,0.9189,11.7721,1,Slouching
159.6217,19.6829,162.7116,0.1114,171.8678,0.1251,0.7724,15.2444,3,Lateral Tilt
140.0854,2.8706,152.8311,0.0951,167.8702,0.2331,0.9436,12.6853,1,Slouching
170.2266,2.7945,174.7885,0.0597,178.1934,0.0805,0.9706,1.7839,0,Good Posture
173.8125,2.7696,177.1753,0.0603,176.0756,0.1286,0.988,3.1314,0,Good Posture
167.6798,2.3591,176.4991,0.0594,178.2279,0.1349,0.9848,0.1435,0,Good Posture
146.7947,7.7121,142.6201,0.2025,157.5663,0.2078,0.8492,16.4348,1,Slouching
122.9908,1.1556,164.1815,0.3259,169.9752,0.311,0.9668,3.4674,2,Forward Head
171.0418,1.1917,171.9743,0.0107,179.049,0.0887,0.981,1.6048,0,Good Posture
134.6378,1.3543,163.8431,0.3409,173.5855,0.3285,0.9146,6.2159,2,Forward Head
167.0915,1.6287,174.7767,0.0624,178.5331,0.0933,0.9838,2.9159,0,Good Posture
120.5505,2.0896,162.611,0.2551,174.2041,0.2833,0.931,1.7454,2,Forward Head
173.3796,20.8038,167.0018,0.0873,165.5826,0.1391,0.7371,17.7772,3,Lateral Tilt
132.4308,8.2445,145.3003,0.1937,154.4382,0.0991,0.8939,20.3007,1,Slouching
129.7688,1.9927,167.3105,0.3357,177.1114,0.3485,0.9431,7.996,2,Forward Head
164.2043,14.418,161.8051,0.0476,169.9003,0.1571,0.7338,25.6032,3,Lateral Tilt
148.2039,5.3932,144.3805,0.1022,166.6074,0.2723,0.8327,9.8799,1,Slouching
171.0682,3.3344,175.2469,0.0713,176.4481,0.1482,1.0,1.4557,0,Good Posture
145.4181,1.8182,139.2639,0.0986,162.8225,0.1158,0.9461,21.9317,1,Slouching
171.9159,2.5005,178.1126,0.0398,177.1904,0.1004,0.9756,2.566,0,Good Posture
169.8055,9.6346,162.0921,0.0543,158.9364,0.109,0.9265,21.0475,3,Lateral Tilt
141.4727,4.816,165.1702,0.4105,173.308,0.2782,0.9896,9.1556,2,Forward Head
159.5668,18.5141,168.2455,0.1076,175.8113,0.2284,0.795,14.6845,3,Lateral Tilt
172.2059,2.5109,176.1721,0.0235,181.142,0.1434,0.9777,1.9348,0,Good Posture
164.1278,14.2629,158.3404,0.1192,170.7732,0.0913,0.8258,22.6124,3,Lateral Tilt
153.7575,12.3745,162.0963,0.0799,167.2748,0.1363,0.8045,13.4835,3,Lateral Tilt
170.775,18.9683,165.0146,0.0853,162.6467,0.1242,0.7802,17.0267,3,Lateral Tilt
140.2885,1.7555,160.6389,0.3664,169.9828,0.2896,0.887,8.4819,2,Forward Head
135.8533,5.2624,146.8643,0.1213,150.2971,0.2092,0.8547,16.7496,1,Slouching
140.4664,3.2005,139.7429,0.1221,149.7723,0.1845,0.8746,16.0416,1,Slouching
167.0816,2.5421,171.1206,0.0614,179.3518,0.0826,0.9684,1.5753,0,Good Posture
173.8594,4.4234,171.297,0.0382,177.9208,0.1256,0.9719,2.6361,0,Good Posture
170.944,14.6748,160.7213,0.0444,168.9146,0.0844,0.8077,17.454,3,Lateral Tilt
170.4074,4.3235,171.2827,0.0206,178.4943,0.121,0.9817,2.3659,0,Good Posture
176.9983,4.0722,171.1232,0.0638,176.4911,0.1253,0.9829,1.6484,0,Good Posture
125.4323,1.7776,165.888,0.3677,159.1159,0.3398,0.941,1.6383,2,Forward Head
165.9151,3.0625,175.7314,0.0387,174.1591,0.1374,0.9865,1.8512,0,Good Posture
162.1659,22.0546,161.7313,0.1075,174.1136,0.0899,0.848,28.3021,3,Lateral Tilt
151.7384,5.0696,155.8081,0.0895,144.3544,0.1129,0.872,15.8085,1,Slouching
174.7557,3.0625,176.0543,0.0714,177.9204,0.1024,0.9784,0.8826,0,Good Posture
122.9929,5.0664,165.3942,0.2067,170.3016,0.3399,0.9261,4.3859,2,Forward Head
164.594,22.1767,166.6804,0.095,170.4978,0.1665,0.7973,19.7942,3,Lateral Tilt
162.5168,1.4727,175.0553,0.0835,178.9808,0.1156,0.9883,0.0,0,Good Posture
166.0965,3.5805,172.1518,0.1026,179.48,0.1237,0.9714,3.0505,0,Good Posture
128.7957,5.8763,168.661,0.3006,178.5488,0.2484,0.9014,1.7683,2,Forward Head
168.9897,0.1283,179.8972,0.0214,176.6799,0.1226,0.9944,0.0,0,Good Posture
132.2789,3.006,137.7775,0.1824,155.9346,0.1486,0.9352,7.831,1,Slouching
139.7402,2.5755,168.1311,0.3011,168.2616,0.3239,0.9819,5.8899,2,Forward Head
145.57,1.1195,139.4344,0.1133,164.9167,0.1842,0.9427,18.0206,1,Slouching
